"articulos"	"rubro"	"subrubro"	"subsubrubro"	"familia"
"Polenta con salsa o tuco"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Pastas simples, rellenas, canelones,  lasañas, con o sin salsa"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Comidas de olla: Guisos, estofados, cazuelas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Comidas a base de arroz y cereales"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Ensalada mixta"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Ensalada completa"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Ensalada rusa"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Tortilla de papas y otras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Omelette"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Asado a la parrillada"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Achuras a la parrilla: Mollejas, chotos, chinchulines"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Presa de pollo a la parrilla"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Pollo al spiedo, entero"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Pizzeta chica o individual"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Menú ejecutivo a base de carnes"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Menú ejecutivo a base de pastas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Menú ejecutivo a base de verduras"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Helado copa, cassata, vasito, bochas"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Torta de frutas  porción"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Postres, flan, panqueques, dulces"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Frutas en ensalada o en almíbar"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"sopas,caldos"	"ALIMENTOS Y BEBIDAS NO ALCOHOLICAS"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"	"Alimentos y bebidas c/salario en especie en un hogar"
"Bebidas alcohólicas blancas,"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Bebidas destiladas"	"Bebidas destiladas"
"Whisky"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Bebidas destiladas"	"Bebidas destiladas"
"Licores y similares"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Bebidas destiladas"	"Bebidas destiladas"
"Vino"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Vino"	"Vino"
"Vermouth"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Vino"	"Vino"
"Sidra, champagne, espumante"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Vino"	"Vino"
"Cerveza con alcohol"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Cerveza"	"Cerveza"
"Cerveza sin alcohol"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Bebidas alcohólicas"	"Cerveza"	"Cerveza"
"Cigarrillos con filtro"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"
"Cigarrillos, papel para (hojillas)"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"
"Cigarros, habanos"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"
"Tabaco para pipa y para armar"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"	"Tabaco y cigarrillos"
"Estupefacientes: Marihuana,opio,cocaína y sus derivados"	"BEBIDAS ALCOHOLICAS, TABACO Y ESTUPEFACIENTES"	"Estupefacientes: Marihuana,opio,cocaína y sus derivados"	"Estupefacientes: Marihuana,opio,cocaína y sus derivados"	"Estupefacientes: Marihuana,opio,cocaína y sus derivados"
"Telas para prendas de vestir"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Materiales para confeccionar prendas de vestir"	"Materiales para confeccionar prendas de vestir"
"Lana, fibras sintéticas o mezcla, en ovillos, madejas, etc."	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Materiales para confeccionar prendas de vestir"	"Materiales para confeccionar prendas de vestir"
"Ropa interior hombre: Calzoncillos,slips o similares"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior hombre: Camiseta"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior hombre: Pijama"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior hombre: Salto de cama, salida de baño"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior hombre: Medias o calcetines"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior mujer: Soutién, bombacha, body"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior mujer: Camiseta"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior mujer: Camisón, pijama"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior mujer: Salto de cama, salida de baño"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior mujer: Medias o calcetines"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior niños: bombachas, calzoncillos, camisetas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior niños: Pijama o Camisón"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior niños: Salto de cama, salida de baño"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior niños: Medias"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior bebé: Pañales de tela, chiripás"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa interior bebé: Bombacha de goma"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Trajes"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Pantalones, no vaqueros"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Jean o vaqueros"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Campera liviana (no tejida ni de cuero)"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Campera de abrigo, Sobretodo (no tejida ni de cuero)"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Campera de cuero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Campera tejida o de punto"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Saco sport de tela"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Buzos, poleras, sacos y chalecos tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Buzos, polera, sacos y remeras no tejidas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Camisa"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de hombre: Bermudas, Short, traje de baño"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Trajes, blazer, chaquetas (no de cuero)"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: pantalón no vaquero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Jean o vaquero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Tapados, chaquetones y otros de abrigo (no tejidos ni de cuero)"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Campera o chaqueta de cuero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Campera o chaqueta tejida o de punto"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Buzos, poleras, sacos y chalecos tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Buzos, poleras, sacos y remeras no tejidas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Polleras, faldas, vestidos y soleras"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Camisa"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Short y bermudas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de mujer: Traje de baño, bikini, malla"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de bebé: Pelele, batita, medias, escarpines, buzo, babero y enteritos no tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de bebé: Pelele, batita, medias, escarpines, buzo y enteritos tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de bebé: jardineros, pantalones, bermudas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de bebé: Campera y ropa de abrigo no tejidas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de bebé: Campera y ropa de abrigo tejidas, rebozo"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños: Pantalones, jardineros, bermudas, jumper"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños: Remera, polera, buzo, saco, camisa no tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños: Buzo, polera, saco y chaleco tejidos"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños: Pollera, vestido, soleras"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños: Uniforme, túnica escolar"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños:Campera de cuero, gamulan"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños:Campera no de cuero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa de niños:Traje de baño,short,bikini, mallas"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa deportiva de hombre (incluye jogging)"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa deportiva de mujer"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Ropa deportiva de niño, niña"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Prendas de vestir"	"Prendas de vestir"
"Carteras,  de cuero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Otros artículos y accesorios de vestir"	"Otros artículos y accesorios de vestir"
"Carteras no de cuero"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Otros artículos y accesorios de vestir"	"Otros artículos y accesorios de vestir"
"Cinturones"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Otros artículos y accesorios de vestir"	"Otros artículos y accesorios de vestir"
"Corbata, moñita, pañuelos de cuello"	"VESTIMENTA Y CALZADO"	"Prendas de vestir"	"Otros artículos y accesorios de vestir"	"Otros artículos y accesorios de vestir"
